signal shape:torch.Size([256, 2048, 1])
label shape:torch.Size([256, 512])
training: epoch 0, step 200, loss 478.974486, time: 3.358
training: epoch 82, step 1600, loss 32.961957, time: 3.380
training: epoch 82, step 1800, loss 32.943519, time: 3.379
training: epoch 82, step 2000, loss 32.809601, time: 3.379
training: epoch 82, step 2200, loss 32.798954, time: 3.378
training: epoch 82, step 2400, loss 32.931806, time: 3.379
training: epoch 82, step 2600, loss 32.916220, time: 3.380
training: epoch 82, step 2800, loss 32.968746, time: 3.380
training: epoch 82, step 3000, loss 32.909450, time: 3.378
training: epoch 82, step 3200, loss 32.943569, time: 3.378
training: epoch 82, step 3400, loss 32.952309, time: 3.374
training: epoch 82, step 3600, loss 32.993944, time: 3.373
training: epoch 82, step 3800, loss 32.992944, time: 3.379
training: epoch 82, step 4000, loss 32.988615, time: 3.379
training: epoch 82, step 4200, loss 32.987160, time: 3.377
training: epoch 82, step 4400, loss 32.957653, time: 3.378
training: epoch 82, step 4600, loss 33.016440, time: 3.384
training: epoch 82, step 4800, loss 33.044234, time: 3.382
training: epoch 82, step 5000, loss 33.024859, time: 3.380
training: epoch 82, step 5200, loss 32.999452, time: 3.379
training: epoch 82, step 5400, loss 33.011983, time: 3.381
training: epoch 82, step 5600, loss 33.057459, time: 3.382
training: epoch 82, step 5800, loss 33.013023, time: 3.378
training: epoch 82, step 6000, loss 32.984860, time: 3.379
training: epoch 82, step 6200, loss 32.971032, time: 3.383
training: epoch 82, step 6400, loss 32.979129, time: 3.384
training: epoch 82, step 6600, loss 33.070402, time: 3.382
training: epoch 82, step 6800, loss 33.151993, time: 3.376
training: epoch 82, step 7000, loss 33.213282, time: 3.381
training: epoch 82, step 7200, loss 33.262723, time: 3.385
training: epoch 82, step 7400, loss 33.256059, time: 3.381
training: epoch 82, step 7600, loss 33.291405, time: 3.381
training: epoch 82, step 7800, loss 33.299494, time: 3.378
training: epoch 82, step 7849, loss 33.307722, time: 0.828
validate: epoch 82, loss 36.305403, charcter error 6.571 time: 4.015
training: epoch 83, step 200, loss 33.154018, time: 3.338
training: epoch 83, step 400, loss 33.123611, time: 3.381
training: epoch 83, step 600, loss 32.957007, time: 3.387
training: epoch 83, step 800, loss 32.798702, time: 3.388
training: epoch 83, step 1000, loss 32.918598, time: 3.386
training: epoch 83, step 1200, loss 33.164433, time: 3.377
training: epoch 83, step 1400, loss 33.041603, time: 3.376
training: epoch 83, step 1600, loss 33.156495, time: 3.376
training: epoch 83, step 1800, loss 33.170917, time: 3.381
training: epoch 83, step 2000, loss 33.128538, time: 3.382
training: epoch 83, step 2200, loss 33.136656, time: 3.385
training: epoch 83, step 2400, loss 33.156126, time: 3.383
training: epoch 83, step 2600, loss 33.146015, time: 3.381
training: epoch 83, step 2800, loss 33.142804, time: 3.386
training: epoch 83, step 3000, loss 33.109219, time: 3.384
training: epoch 83, step 3200, loss 33.143495, time: 3.382
training: epoch 83, step 3400, loss 33.162492, time: 3.389
training: epoch 83, step 3600, loss 33.196832, time: 3.384
training: epoch 83, step 3800, loss 33.208301, time: 3.382
training: epoch 83, step 4000, loss 33.166170, time: 3.382
training: epoch 83, step 4200, loss 33.145494, time: 3.386
training: epoch 83, step 4400, loss 33.148590, time: 3.383
training: epoch 83, step 4600, loss 33.142867, time: 3.382
training: epoch 83, step 4800, loss 33.131796, time: 3.384
training: epoch 83, step 5000, loss 33.157624, time: 3.379
training: epoch 83, step 5200, loss 33.136045, time: 3.380
training: epoch 83, step 5400, loss 33.132367, time: 3.380
training: epoch 83, step 5600, loss 33.111958, time: 3.379
training: epoch 83, step 5800, loss 33.099567, time: 3.385
training: epoch 83, step 6000, loss 33.084376, time: 3.380
training: epoch 83, step 6200, loss 33.062301, time: 3.381
training: epoch 83, step 6400, loss 33.055868, time: 3.384
training: epoch 83, step 6600, loss 33.072321, time: 3.385
training: epoch 83, step 6800, loss 33.068075, time: 3.388
training: epoch 83, step 7000, loss 33.071882, time: 3.381
training: epoch 83, step 7200, loss 33.062092, time: 3.380
training: epoch 83, step 7400, loss 33.072625, time: 3.386
training: epoch 83, step 7600, loss 33.068561, time: 3.386
training: epoch 83, step 7800, loss 33.064333, time: 3.387
training: epoch 83, step 7849, loss 33.062010, time: 0.828
validate: epoch 83, loss 36.021981, charcter error 6.518 time: 4.016
training: epoch 84, step 200, loss 32.749864, time: 3.339
training: epoch 84, step 400, loss 33.105434, time: 3.376
training: epoch 84, step 600, loss 33.108146, time: 3.386
training: epoch 84, step 800, loss 32.886797, time: 3.382
training: epoch 84, step 1000, loss 32.739884, time: 3.378
training: epoch 84, step 1200, loss 32.787872, time: 3.379
training: epoch 84, step 1400, loss 33.015074, time: 3.386
training: epoch 84, step 1600, loss 33.122168, time: 3.385
training: epoch 84, step 1800, loss 33.065575, time: 3.378
training: epoch 84, step 2000, loss 32.991599, time: 3.383
training: epoch 84, step 2200, loss 33.085988, time: 3.386
training: epoch 84, step 2400, loss 33.026266, time: 3.386
training: epoch 84, step 2600, loss 33.017643, time: 3.382
training: epoch 84, step 2800, loss 32.942168, time: 3.388
training: epoch 84, step 3000, loss 32.950790, time: 3.389
training: epoch 84, step 3200, loss 32.950440, time: 3.390
training: epoch 84, step 3400, loss 32.954018, time: 3.390
training: epoch 84, step 3600, loss 32.994702, time: 3.385
training: epoch 84, step 3800, loss 32.977353, time: 3.382
training: epoch 84, step 4000, loss 32.937112, time: 3.383
training: epoch 84, step 4200, loss 32.961898, time: 3.376
training: epoch 84, step 4400, loss 32.969508, time: 3.378
training: epoch 84, step 4600, loss 32.960850, time: 3.382
training: epoch 84, step 4800, loss 32.947499, time: 3.387
training: epoch 84, step 5000, loss 32.917746, time: 3.384
training: epoch 84, step 5200, loss 32.889010, time: 3.387
training: epoch 84, step 5400, loss 32.848351, time: 3.383
training: epoch 84, step 5600, loss 32.836007, time: 3.383
training: epoch 84, step 5800, loss 32.863170, time: 3.381
training: epoch 84, step 6000, loss 32.873403, time: 3.379
training: epoch 84, step 6200, loss 32.868821, time: 3.377
training: epoch 84, step 6400, loss 32.924449, time: 3.378
training: epoch 84, step 6600, loss 32.965322, time: 3.379
training: epoch 84, step 6800, loss 33.010452, time: 3.388
training: epoch 84, step 7000, loss 33.015590, time: 3.385
training: epoch 84, step 7200, loss 33.039127, time: 3.390
training: epoch 84, step 7400, loss 33.047552, time: 3.384
training: epoch 84, step 7600, loss 33.060308, time: 3.386
training: epoch 84, step 7800, loss 33.048380, time: 3.381
training: epoch 84, step 7849, loss 33.036931, time: 0.833
validate: epoch 84, loss 36.006044, charcter error 6.503 time: 4.017
training: epoch 85, step 200, loss 33.486514, time: 3.340
training: epoch 85, step 400, loss 32.991280, time: 3.375
training: epoch 85, step 600, loss 33.414324, time: 3.377
training: epoch 85, step 800, loss 33.283471, time: 3.378
training: epoch 85, step 1000, loss 33.087767, time: 3.383
training: epoch 85, step 1200, loss 32.952822, time: 3.385
training: epoch 85, step 1400, loss 32.976022, time: 3.391
training: epoch 85, step 1600, loss 32.846566, time: 3.392
training: epoch 85, step 1800, loss 32.889309, time: 3.389
training: epoch 85, step 2000, loss 32.926773, time: 3.386
training: epoch 85, step 2200, loss 32.878889, time: 3.380
training: epoch 85, step 2400, loss 32.903398, time: 3.380
training: epoch 85, step 2600, loss 32.972889, time: 3.380
training: epoch 85, step 2800, loss 32.908235, time: 3.381
training: epoch 85, step 3000, loss 32.878902, time: 3.385
training: epoch 85, step 3200, loss 32.919396, time: 3.381
training: epoch 85, step 3400, loss 32.971695, time: 3.386
training: epoch 85, step 3600, loss 32.985801, time: 3.377
training: epoch 85, step 3800, loss 32.946682, time: 3.381
training: epoch 85, step 4000, loss 32.911664, time: 3.384
training: epoch 85, step 4200, loss 32.855007, time: 3.381
training: epoch 85, step 4400, loss 32.833625, time: 3.381
training: epoch 85, step 4600, loss 32.826867, time: 3.378
training: epoch 85, step 4800, loss 32.832370, time: 3.379
training: epoch 85, step 5000, loss 32.850478, time: 3.379
training: epoch 85, step 5200, loss 32.864476, time: 3.377
training: epoch 85, step 5400, loss 32.855846, time: 3.381
training: epoch 85, step 5600, loss 32.860569, time: 3.379
training: epoch 85, step 5800, loss 32.846964, time: 3.378
training: epoch 85, step 6000, loss 32.870772, time: 3.380
training: epoch 85, step 6200, loss 32.849058, time: 3.378
training: epoch 85, step 6400, loss 32.829038, time: 3.375
training: epoch 85, step 6600, loss 32.846083, time: 3.377
training: epoch 85, step 6800, loss 32.836572, time: 3.379
training: epoch 85, step 7000, loss 32.836265, time: 3.375
training: epoch 85, step 7200, loss 32.819283, time: 3.374
training: epoch 85, step 7400, loss 32.835609, time: 3.382
training: epoch 85, step 7600, loss 32.856201, time: 3.377
training: epoch 85, step 7800, loss 32.843968, time: 3.377
training: epoch 85, step 7849, loss 32.842483, time: 0.827
validate: epoch 85, loss 35.701941, charcter error 6.456 time: 4.022
training: epoch 86, step 200, loss 33.106869, time: 3.333
training: epoch 86, step 400, loss 33.156083, time: 3.366
training: epoch 86, step 600, loss 33.164117, time: 3.368
training: epoch 86, step 800, loss 32.917111, time: 3.370
training: epoch 86, step 1000, loss 32.920843, time: 3.377
training: epoch 86, step 1200, loss 32.867391, time: 3.371
training: epoch 86, step 1400, loss 33.008179, time: 3.372
training: epoch 86, step 1600, loss 33.138294, time: 3.377
training: epoch 86, step 1800, loss 33.137877, time: 3.374
training: epoch 86, step 2000, loss 33.135964, time: 3.370
training: epoch 86, step 2200, loss 33.056052, time: 3.369
training: epoch 86, step 2400, loss 33.045875, time: 3.370
training: epoch 86, step 2600, loss 32.996822, time: 3.374
training: epoch 86, step 2800, loss 32.988263, time: 3.373
training: epoch 86, step 3000, loss 32.999043, time: 3.371
training: epoch 86, step 3200, loss 33.040131, time: 3.374
training: epoch 86, step 3400, loss 33.014497, time: 3.375
training: epoch 86, step 3600, loss 33.003121, time: 3.377
training: epoch 86, step 3800, loss 32.992288, time: 3.372
training: epoch 86, step 4000, loss 33.024032, time: 3.375
training: epoch 86, step 4200, loss 33.046855, time: 3.371
training: epoch 86, step 4400, loss 33.050202, time: 3.372
training: epoch 86, step 4600, loss 33.029812, time: 3.373
training: epoch 86, step 4800, loss 32.982964, time: 3.372
training: epoch 86, step 5000, loss 32.916477, time: 3.375
training: epoch 86, step 5200, loss 32.944264, time: 3.373
training: epoch 86, step 5400, loss 32.930763, time: 3.372
training: epoch 86, step 5600, loss 32.927914, time: 3.377
training: epoch 86, step 5800, loss 32.919895, time: 3.369
training: epoch 86, step 6000, loss 32.898041, time: 3.370
training: epoch 86, step 6200, loss 32.897475, time: 3.371
training: epoch 86, step 6400, loss 32.882191, time: 3.371
training: epoch 86, step 6600, loss 32.901625, time: 3.372
training: epoch 86, step 6800, loss 32.865515, time: 3.375
training: epoch 86, step 7000, loss 32.873441, time: 3.373
training: epoch 86, step 7200, loss 32.904154, time: 3.376
training: epoch 86, step 7400, loss 32.920150, time: 3.374
training: epoch 86, step 7600, loss 32.946631, time: 3.375
training: epoch 86, step 7800, loss 32.953155, time: 3.379
training: epoch 86, step 7849, loss 32.958270, time: 0.828
validate: epoch 86, loss 35.681516, charcter error 6.443 time: 4.019
    - [Info] The checkpoint file has been updated.
training: epoch 87, step 200, loss 32.736150, time: 3.342
training: epoch 87, step 400, loss 32.768927, time: 3.371
training: epoch 87, step 600, loss 32.784552, time: 3.377
training: epoch 87, step 800, loss 32.644411, time: 3.380
training: epoch 87, step 1000, loss 32.663102, time: 3.373
training: epoch 87, step 1200, loss 32.635531, time: 3.373
training: epoch 87, step 1400, loss 32.557609, time: 3.376
training: epoch 87, step 1600, loss 32.543855, time: 3.380
training: epoch 87, step 1800, loss 32.564682, time: 3.381
training: epoch 87, step 2000, loss 32.516280, time: 3.380
training: epoch 87, step 2200, loss 32.444615, time: 3.376
training: epoch 87, step 2400, loss 32.449874, time: 3.378
training: epoch 87, step 2600, loss 32.481827, time: 3.382
training: epoch 87, step 2800, loss 32.601751, time: 3.381
training: epoch 87, step 3000, loss 32.630154, time: 3.377
training: epoch 87, step 3200, loss 32.710284, time: 3.377
training: epoch 87, step 3400, loss 32.656968, time: 3.383
training: epoch 87, step 3600, loss 32.692359, time: 3.382
training: epoch 87, step 3800, loss 32.671929, time: 3.379
training: epoch 87, step 4000, loss 32.690422, time: 3.379
training: epoch 87, step 4200, loss 32.649845, time: 3.384
training: epoch 87, step 4400, loss 32.657299, time: 3.377
training: epoch 87, step 4600, loss 32.700096, time: 3.380
training: epoch 87, step 4800, loss 32.732046, time: 3.379
training: epoch 87, step 5000, loss 32.765798, time: 3.490
training: epoch 87, step 5200, loss 32.738646, time: 3.507
training: epoch 87, step 5400, loss 32.745102, time: 3.505
training: epoch 87, step 5600, loss 32.753753, time: 3.519
training: epoch 87, step 5800, loss 32.793255, time: 3.512
training: epoch 87, step 6000, loss 32.814281, time: 3.512
training: epoch 87, step 6200, loss 32.794060, time: 3.534
training: epoch 87, step 6400, loss 32.816565, time: 3.517
training: epoch 87, step 6600, loss 32.794641, time: 3.492
training: epoch 87, step 6800, loss 32.846310, time: 3.531
training: epoch 87, step 7000, loss 32.893269, time: 3.516
training: epoch 87, step 7200, loss 32.885762, time: 3.512
training: epoch 87, step 7400, loss 32.917431, time: 3.605
training: epoch 87, step 7600, loss 32.889144, time: 3.524
training: epoch 87, step 7800, loss 32.880230, time: 3.482
training: epoch 87, step 7849, loss 32.893718, time: 0.858
validate: epoch 87, loss 36.516289, charcter error 6.600 time: 4.033
training: epoch 88, step 200, loss 34.945832, time: 3.467
training: epoch 88, step 400, loss 33.413391, time: 3.476
training: epoch 88, step 600, loss 33.039145, time: 3.475
training: epoch 88, step 800, loss 33.370930, time: 3.479
training: epoch 88, step 1000, loss 33.304609, time: 3.468
training: epoch 88, step 1200, loss 33.050129, time: 3.460
training: epoch 88, step 1400, loss 33.115370, time: 3.446
training: epoch 88, step 1600, loss 33.134284, time: 3.447
training: epoch 88, step 1800, loss 33.103830, time: 3.419
training: epoch 88, step 2000, loss 33.118010, time: 3.435
training: epoch 88, step 2200, loss 33.112651, time: 3.427
training: epoch 88, step 2400, loss 33.078523, time: 3.408
training: epoch 88, step 2600, loss 33.097859, time: 3.422
training: epoch 88, step 2800, loss 33.117970, time: 3.411
training: epoch 88, step 3000, loss 33.101965, time: 3.408
training: epoch 88, step 3200, loss 33.011990, time: 3.410
training: epoch 88, step 3400, loss 33.010094, time: 3.396
training: epoch 88, step 3600, loss 32.990328, time: 3.400
training: epoch 88, step 3800, loss 32.951354, time: 3.397
training: epoch 88, step 4000, loss 32.943291, time: 3.395
training: epoch 88, step 4200, loss 32.915279, time: 3.390
training: epoch 88, step 4400, loss 32.855101, time: 3.383
training: epoch 88, step 4600, loss 32.826777, time: 3.389
training: epoch 88, step 4800, loss 32.836402, time: 3.386
training: epoch 88, step 5000, loss 32.804120, time: 3.389
training: epoch 88, step 5200, loss 32.794325, time: 3.383
training: epoch 88, step 5400, loss 32.822186, time: 3.379
training: epoch 88, step 5600, loss 32.831205, time: 3.378
training: epoch 88, step 5800, loss 32.844410, time: 3.383
training: epoch 88, step 6000, loss 32.856108, time: 3.384
training: epoch 88, step 6200, loss 32.888757, time: 3.382
training: epoch 88, step 6400, loss 32.913771, time: 3.374
training: epoch 88, step 6600, loss 32.909360, time: 3.383
training: epoch 88, step 6800, loss 32.902570, time: 3.383
training: epoch 88, step 7000, loss 32.879369, time: 3.383
training: epoch 88, step 7200, loss 32.840292, time: 3.375
training: epoch 88, step 7400, loss 32.822140, time: 3.380
training: epoch 88, step 7600, loss 32.842456, time: 3.377
training: epoch 88, step 7800, loss 32.838632, time: 3.381
training: epoch 88, step 7849, loss 32.847985, time: 0.829
validate: epoch 88, loss 35.788861, charcter error 6.492 time: 4.016
training: epoch 89, step 200, loss 33.219204, time: 3.340
training: epoch 89, step 400, loss 32.725513, time: 3.438
training: epoch 89, step 600, loss 32.699377, time: 3.527
training: epoch 89, step 800, loss 32.697841, time: 3.503
training: epoch 89, step 1000, loss 32.589732, time: 3.500
training: epoch 89, step 1200, loss 32.608446, time: 3.495
training: epoch 89, step 1400, loss 32.559490, time: 3.515
training: epoch 89, step 1600, loss 32.659340, time: 3.480
training: epoch 89, step 1800, loss 32.665651, time: 3.491
training: epoch 89, step 2000, loss 32.697789, time: 3.468
training: epoch 89, step 2200, loss 32.583602, time: 3.472
training: epoch 89, step 2400, loss 32.595816, time: 3.491
training: epoch 89, step 2600, loss 32.650212, time: 3.516
training: epoch 89, step 2800, loss 32.758805, time: 3.503
training: epoch 89, step 3000, loss 32.858487, time: 3.494
training: epoch 89, step 3200, loss 32.855274, time: 3.493
training: epoch 89, step 3400, loss 32.884935, time: 3.504
training: epoch 89, step 3600, loss 32.875314, time: 3.526
training: epoch 89, step 3800, loss 32.861976, time: 3.373
training: epoch 89, step 4000, loss 32.845349, time: 3.377
training: epoch 89, step 4200, loss 32.855440, time: 3.379
training: epoch 89, step 4400, loss 32.816512, time: 3.375
training: epoch 89, step 4600, loss 32.855200, time: 3.424
training: epoch 89, step 4800, loss 32.841072, time: 3.571
training: epoch 89, step 5000, loss 32.804926, time: 3.521
training: epoch 89, step 5200, loss 32.821969, time: 3.484
training: epoch 89, step 5400, loss 32.873726, time: 3.481
training: epoch 89, step 5600, loss 32.881383, time: 3.472
training: epoch 89, step 5800, loss 32.874315, time: 3.457
training: epoch 89, step 6000, loss 32.876244, time: 3.464
training: epoch 89, step 6200, loss 32.835318, time: 3.459
training: epoch 89, step 6400, loss 32.823638, time: 3.487
training: epoch 89, step 6600, loss 32.814869, time: 3.483
training: epoch 89, step 6800, loss 32.816399, time: 3.492
training: epoch 89, step 7000, loss 32.817177, time: 3.502
training: epoch 89, step 7200, loss 32.798814, time: 3.468
training: epoch 89, step 7400, loss 32.818614, time: 3.458
training: epoch 89, step 7600, loss 32.797098, time: 3.462
training: epoch 89, step 7800, loss 32.805262, time: 3.469
training: epoch 89, step 7849, loss 32.812527, time: 0.855
validate: epoch 89, loss 35.836290, charcter error 6.475 time: 4.041
training: epoch 90, step 200, loss 33.222850, time: 3.410
training: epoch 90, step 400, loss 32.873781, time: 3.448
training: epoch 90, step 600, loss 32.516746, time: 3.466
training: epoch 90, step 800, loss 32.777602, time: 3.649
training: epoch 90, step 1000, loss 32.501882, time: 3.544
training: epoch 90, step 1200, loss 32.414705, time: 3.515
training: epoch 90, step 1400, loss 32.518330, time: 3.505
training: epoch 90, step 1600, loss 32.384592, time: 3.501
training: epoch 90, step 1800, loss 32.513256, time: 3.479
training: epoch 90, step 2000, loss 32.534222, time: 3.464
training: epoch 90, step 2200, loss 32.486977, time: 3.489
training: epoch 90, step 2400, loss 32.514272, time: 3.493
training: epoch 90, step 2600, loss 32.623520, time: 3.496
training: epoch 90, step 2800, loss 32.602312, time: 3.489
training: epoch 90, step 3000, loss 32.615822, time: 3.500
training: epoch 90, step 3200, loss 32.699471, time: 3.476
training: epoch 90, step 3400, loss 32.688760, time: 3.466
training: epoch 90, step 3600, loss 32.724493, time: 3.458
training: epoch 90, step 3800, loss 32.737047, time: 3.430
training: epoch 90, step 4000, loss 32.769284, time: 3.443
training: epoch 90, step 4200, loss 32.813848, time: 3.437
training: epoch 90, step 4400, loss 32.846354, time: 3.417
training: epoch 90, step 4600, loss 32.821755, time: 3.416
training: epoch 90, step 4800, loss 32.774610, time: 3.427
training: epoch 90, step 5000, loss 32.764255, time: 3.412
training: epoch 90, step 5200, loss 32.725052, time: 3.415
training: epoch 90, step 5400, loss 32.714970, time: 3.415
training: epoch 90, step 5600, loss 32.726726, time: 3.405
training: epoch 90, step 5800, loss 32.729010, time: 3.407
training: epoch 90, step 6000, loss 32.705331, time: 3.402
training: epoch 90, step 6200, loss 32.679976, time: 3.403
training: epoch 90, step 6400, loss 32.699851, time: 3.404
training: epoch 90, step 6600, loss 32.721111, time: 3.401
training: epoch 90, step 6800, loss 32.750509, time: 3.405
training: epoch 90, step 7000, loss 32.771994, time: 3.393
training: epoch 90, step 7200, loss 32.748143, time: 3.392
training: epoch 90, step 7400, loss 32.739340, time: 3.395
training: epoch 90, step 7600, loss 32.728861, time: 3.392
training: epoch 90, step 7800, loss 32.732665, time: 3.390
training: epoch 90, step 7849, loss 32.737351, time: 0.831
validate: epoch 90, loss 35.677702, charcter error 6.447 time: 4.037
training: epoch 91, step 200, loss 33.111585, time: 3.344
training: epoch 91, step 400, loss 32.586687, time: 3.382
training: epoch 91, step 600, loss 32.821344, time: 3.387
training: epoch 91, step 800, loss 32.978572, time: 3.390
training: epoch 91, step 1000, loss 32.906365, time: 3.395
training: epoch 91, step 1200, loss 32.750752, time: 3.392
training: epoch 91, step 1400, loss 32.663114, time: 3.390
training: epoch 91, step 1600, loss 32.673141, time: 3.390
training: epoch 91, step 1800, loss 32.687623, time: 3.393
training: epoch 91, step 2000, loss 32.841377, time: 3.394
training: epoch 91, step 2200, loss 32.846495, time: 3.393
training: epoch 91, step 2400, loss 32.821227, time: 3.387
training: epoch 91, step 2600, loss 32.855150, time: 3.394
training: epoch 91, step 2800, loss 32.865205, time: 3.390
training: epoch 91, step 3000, loss 32.898306, time: 3.387
training: epoch 91, step 3200, loss 32.940099, time: 3.394
training: epoch 91, step 3400, loss 32.878747, time: 3.389
training: epoch 91, step 3600, loss 32.826918, time: 3.393
training: epoch 91, step 3800, loss 32.841986, time: 3.393
training: epoch 91, step 4000, loss 32.813115, time: 3.398
training: epoch 91, step 4200, loss 32.781432, time: 3.393
training: epoch 91, step 4400, loss 32.763887, time: 3.395
training: epoch 91, step 4600, loss 32.786980, time: 3.392
training: epoch 91, step 4800, loss 32.834031, time: 3.395
training: epoch 91, step 5000, loss 32.791634, time: 3.391
training: epoch 91, step 5200, loss 32.859922, time: 3.390
training: epoch 91, step 5400, loss 32.880320, time: 3.391
training: epoch 91, step 5600, loss 32.830360, time: 3.389
training: epoch 91, step 5800, loss 32.840824, time: 3.389
training: epoch 91, step 6000, loss 32.877940, time: 3.389
training: epoch 91, step 6200, loss 32.840640, time: 3.392
training: epoch 91, step 6400, loss 32.846552, time: 3.393
training: epoch 91, step 6600, loss 32.835827, time: 3.392
training: epoch 91, step 6800, loss 32.818765, time: 3.391
training: epoch 91, step 7000, loss 32.783606, time: 3.390
training: epoch 91, step 7200, loss 32.801818, time: 3.387
training: epoch 91, step 7400, loss 32.828224, time: 3.392
training: epoch 91, step 7600, loss 32.821363, time: 3.389
training: epoch 91, step 7800, loss 32.805826, time: 3.387
training: epoch 91, step 7849, loss 32.810312, time: 0.832
validate: epoch 91, loss 35.523985, charcter error 6.429 time: 4.023
    - [Info] The checkpoint file has been updated.
training: epoch 92, step 200, loss 31.493122, time: 3.346
training: epoch 92, step 400, loss 31.802466, time: 3.377
training: epoch 92, step 600, loss 32.580868, time: 3.390
training: epoch 92, step 800, loss 32.465785, time: 3.389
training: epoch 92, step 1000, loss 32.471660, time: 3.390
training: epoch 92, step 1200, loss 32.498138, time: 3.388
training: epoch 92, step 1400, loss 32.460370, time: 3.387
training: epoch 92, step 1600, loss 32.380288, time: 3.392
training: epoch 92, step 1800, loss 32.476251, time: 3.383
training: epoch 92, step 2000, loss 32.481977, time: 3.385
training: epoch 92, step 2200, loss 32.461105, time: 3.389
training: epoch 92, step 2400, loss 32.423635, time: 3.386
training: epoch 92, step 2600, loss 32.433692, time: 3.387
training: epoch 92, step 2800, loss 32.450248, time: 3.390
training: epoch 92, step 3000, loss 32.517691, time: 3.387
training: epoch 92, step 3200, loss 32.485339, time: 3.385
training: epoch 92, step 3400, loss 32.497341, time: 3.387
training: epoch 92, step 3600, loss 32.532932, time: 3.386
training: epoch 92, step 3800, loss 32.494371, time: 3.389
training: epoch 92, step 4000, loss 32.514252, time: 3.390
training: epoch 92, step 4200, loss 32.557789, time: 3.391
training: epoch 92, step 4400, loss 32.603083, time: 3.389
training: epoch 92, step 4600, loss 32.610234, time: 3.390
training: epoch 92, step 4800, loss 32.680802, time: 3.388
training: epoch 92, step 5000, loss 32.668529, time: 3.391
training: epoch 92, step 5200, loss 32.677043, time: 3.385
training: epoch 92, step 5400, loss 32.677960, time: 3.387
training: epoch 92, step 5600, loss 32.674724, time: 3.393
training: epoch 92, step 5800, loss 32.668469, time: 3.389
training: epoch 92, step 6000, loss 32.658024, time: 3.390
training: epoch 92, step 6200, loss 32.676878, time: 3.387
training: epoch 92, step 6400, loss 32.697582, time: 3.391
training: epoch 92, step 6600, loss 32.699691, time: 3.384
training: epoch 92, step 6800, loss 32.711840, time: 3.385
training: epoch 92, step 7000, loss 32.730986, time: 3.388
training: epoch 92, step 7200, loss 32.742313, time: 3.394
training: epoch 92, step 7400, loss 32.779738, time: 3.398
training: epoch 92, step 7600, loss 32.766666, time: 3.391
training: epoch 92, step 7800, loss 32.745786, time: 3.392
training: epoch 92, step 7849, loss 32.727586, time: 0.831
validate: epoch 92, loss 35.642470, charcter error 6.450 time: 4.019
training: epoch 93, step 200, loss 31.927159, time: 3.344
training: epoch 93, step 400, loss 32.372248, time: 3.386
training: epoch 93, step 600, loss 32.562259, time: 3.392
training: epoch 93, step 800, loss 32.660102, time: 3.399
training: epoch 93, step 1000, loss 32.651924, time: 3.399
training: epoch 93, step 1200, loss 32.620908, time: 3.397
training: epoch 93, step 1400, loss 32.545968, time: 3.395
training: epoch 93, step 1600, loss 32.348315, time: 3.395
training: epoch 93, step 1800, loss 32.354680, time: 3.393
training: epoch 93, step 2000, loss 32.430087, time: 3.397
training: epoch 93, step 2200, loss 32.485799, time: 3.401
training: epoch 93, step 2400, loss 32.537550, time: 3.395
training: epoch 93, step 2600, loss 32.551883, time: 3.396
training: epoch 93, step 2800, loss 32.510924, time: 3.396
training: epoch 93, step 3000, loss 32.507312, time: 3.398
training: epoch 93, step 3200, loss 32.548657, time: 3.397
training: epoch 93, step 3400, loss 32.520562, time: 3.396
training: epoch 93, step 3600, loss 32.614671, time: 3.396
training: epoch 93, step 3800, loss 32.593641, time: 3.397
training: epoch 93, step 4000, loss 32.621092, time: 3.396
training: epoch 93, step 4200, loss 32.600266, time: 3.396
training: epoch 93, step 4400, loss 32.615961, time: 3.392
training: epoch 93, step 4600, loss 32.562724, time: 3.389
training: epoch 93, step 4800, loss 32.568089, time: 3.392
training: epoch 93, step 5000, loss 32.540508, time: 3.393
training: epoch 93, step 5200, loss 32.564257, time: 3.396
training: epoch 93, step 5400, loss 32.582780, time: 3.394
training: epoch 93, step 5600, loss 32.599569, time: 3.396
training: epoch 93, step 5800, loss 32.599651, time: 3.393
training: epoch 93, step 6000, loss 32.583750, time: 3.391
training: epoch 93, step 6200, loss 32.595399, time: 3.396
training: epoch 93, step 6400, loss 32.606226, time: 3.388
training: epoch 93, step 6600, loss 32.624989, time: 3.390
training: epoch 93, step 6800, loss 32.603709, time: 3.393
training: epoch 93, step 7000, loss 32.600273, time: 3.396
training: epoch 93, step 7200, loss 32.616506, time: 3.398
training: epoch 93, step 7400, loss 32.646419, time: 3.395
training: epoch 93, step 7600, loss 32.703936, time: 3.391
training: epoch 93, step 7800, loss 32.727185, time: 3.397
training: epoch 93, step 7849, loss 32.742644, time: 0.831
validate: epoch 93, loss 36.125545, charcter error 6.549 time: 4.021
training: epoch 94, step 200, loss 32.338723, time: 3.335
training: epoch 94, step 400, loss 32.888266, time: 3.380
training: epoch 94, step 600, loss 32.615665, time: 3.384
training: epoch 94, step 800, loss 32.630092, time: 3.386
training: epoch 94, step 1000, loss 32.537398, time: 3.382
training: epoch 94, step 1200, loss 32.392730, time: 3.384
training: epoch 94, step 1400, loss 32.479119, time: 3.385
training: epoch 94, step 1600, loss 32.553379, time: 3.390
training: epoch 94, step 1800, loss 32.476796, time: 3.387
training: epoch 94, step 2000, loss 32.547317, time: 3.389
